Datetime,Text,Keyword,Text_Processed,Language,Text_Translated
2016-12-16 05:30:02+00:00,Spirit Nasionalisme dalam Revisi RUU KUHP .  https://t.co/CqAm82kZ5W,RUU KUHP,spirit nasionalisme revisi rancangan undang undang kuhp,id,"spirit of nationalism, revision of the draft criminal code law"
2016-12-16 03:19:22+00:00,"RUU KUHP Dinilai Terlalu Ikut Campur Urusan Pribadi Warga Negara - https://t.co/GoHj5uCEX5
https://t.co/0RQ2Mnfnti ð ",RUU KUHP,rancangan undang undang kuhp nilai campur urus pribadi warga negara,id,Draft Criminal Code on the value of personal interference with citizens
2016-12-16 03:17:34+00:00,Ini maksudnya mau niru Saudi dan Iran?? &gt;&gt; RUU KUHP Dinilai Terlalu Ikut Campur Urusan Pribadi Warga Negara https://t.co/8H4s9NNOKa,RUU KUHP,maksud meniru saudi iran begitu begitu rancangan undang undang kuhp nilai campur urus pribadi warga negara,id,The aim of imitating Saudi Iran is that the draft Criminal Code law values ​​interference in the private affairs of citizens
2016-12-15 22:41:37+00:00,Awas! Penikmat Prostitusi Anak Belum Dijerat RUU KUHP https://t.co/FSSWqNMiYn https://t.co/Ost18EiseY,RUU KUHP,awas nikmat prostitusi anak jerat rancangan undang undang kuhp,id,beware of the benefits of child prostitution as a snare in the draft criminal code law
2016-12-15 22:41:35+00:00,RUU KUHP Belum Jerat Pemerkosaan Sesama Jenis https://t.co/UgZH7Mt0EZ https://t.co/6wDMzGe6Ak,RUU KUHP,rancangan undang undang kuhp jerat perkosa jenis,id,draft law on rape crimes
2016-12-15 15:22:30+00:00,"Retweeted detikcom (@detikcom):

RUU KUHP Belum Jerat Pemerkosaan Sesama Jenis https://t.co/SyJjHZT1jc https://t.co/7MlixZaNE2",RUU KUHP,retweeted detikcom rancangan undang undang kuhp jerat perkosa jenis,id,retweeted detikcom draft criminal code law on rape traps
2016-12-15 15:13:06+00:00,detikcom: RUU KUHP Belum Jerat Pemerkosaan Sesama Jenis https://t.co/zak2BdeCwM,RUU KUHP,detikcom rancangan undang undang kuhp jerat perkosa jenis,id,detikcom Draft Criminal Code Law on Types of Rape
2016-12-15 15:08:23+00:00,https://t.co/18q5w1w4Qa :  RUU KUHP Belum Jerat Pemerkosaan Sesama Jenis: RUU KUHP khususnya pasalâ¦ https://t.co/zBzERsVtKj,RUU KUHP,rancangan undang undang kuhp jerat perkosa jenis rancangan undang undang kuhp khusus pasal,id,"draft criminal code on rape crimes, type of draft criminal code, special articles"
2016-12-15 15:08:00+00:00,RUU KUHP Belum Jerat Pemerkosaan Sesama Jenis: RUU KUHP khususnya pasalâ¦ https://t.co/s54C2FFFXW Ads: https://t.co/9rCpKgbVVM,RUU KUHP,rancangan undang undang kuhp jerat perkosa jenis rancangan undang undang kuhp khusus pasal iklan,id,"draft criminal law on rape traps, type of draft criminal code specifically on advertising"
2016-12-15 15:01:43+00:00,RUU KUHP Belum Jerat Pemerkosaan Sesama Jenis - RUU KUHP khususnya pasal kesusilaan dianggap masih banyak kekur... https://t.co/jB9yjzRPaa,RUU KUHP,rancangan undang undang kuhp jerat perkosa jenis rancangan undang undang kuhp khusus pasal susila anggap kur,id,Draft Criminal Code Law on Rape Crimes Type of Draft Criminal Code Law specifically on morality articles consider kur
2016-12-15 14:58:10+00:00,Blog: RUU KUHP Belum Jerat Pemerkosaan Sesama Jenis https://t.co/iAovyHLW4u,RUU KUHP,blog rancangan undang undang kuhp jerat perkosa jenis,id,Blog of draft criminal code law on rape traps
2016-12-15 14:53:10+00:00,1 RUU KUHP Belum Jerat Pemerkosaan Sesama Jenis  https://t.co/1HRcEUw5pv,RUU KUHP,1 rancangan undang undang kuhp jerat perkosa jenis,id,1 draft law on rape crimes
2016-12-15 11:31:13+00:00,detikcom: Awas! Penikmat Prostitusi Anak Belum Dijerat RUU KUHP https://t.co/uPfAqb88vK,RUU KUHP,detikcom awas nikmat prostitusi anak jerat rancangan undang undang kuhp,id,detikcom beware of the benefits of child prostitution as a snare in the draft Criminal Code law
2016-12-15 07:54:08+00:00,"Anggota DPR Masih Terus Berdebat soal Aturan Pidana Seks Pranikah, RUU KUHP Belum Bisa Ketuk Palu https://t.co/3tysnHqaTj #GoAceh",RUU KUHP,anggota dewan perwakilan rakyat debat atur pidana seks pranikah rancangan undang undang kuhp ketuk palu,id,"Members of the People's Representative Council debate on regulating premarital sex crimes, the Draft Criminal Code law taps the gavel"
2016-12-15 03:38:10+00:00,#kom3 Rapat Panja RUU KUHP (Buku II) dengan Tim Pemerintah (14 Desember 2016) oleh @farasmitha @Anihard91 @atler_31 https://t.co/VwWPSKdGj0,RUU KUHP,rapat panja rancangan undang undang kuhp buku ih tim perintah 14 desember 2016,id,"meeting of the committee on the draft law on the criminal code, book, ih command team, December 14 2016"
2016-12-15 03:20:15+00:00,Chirpified: #kom3 Rapat Panja RUU KUHP (Buku II) dengan Tim Pemerintah (14 Desember 2016) oleh @farasmitha @Anihar.. https://t.co/fIdqjbAdRa,RUU KUHP,chirpified rapat panja rancangan undang undang kuhp buku ih tim perintah 14 desember 2016,id,chirpified meeting of the committee on the draft law on the criminal code book ih command team 14 December 2016
2016-12-14 23:52:34+00:00,"Masih Diperdebatkan, Panja RUU KUHP Belum Putuskan Aturan Pidana Seks Pranikah https://t.co/LgtJxfyOs0 https://t.co/GFPtdrMNpt",RUU KUHP,debat panja rancangan undang undang kuhp putus atur pidana seks pranikah,id,Debate by the committee on the draft Criminal Code law to decide on the crime of premarital sex
2016-12-14 23:23:11+00:00,"Pidana 5 Tahun Bagi Lajang Berzina, Panja RUU KUHP Terpecah https://t.co/dhKKoTKitP",RUU KUHP,pidana 5 lajang zina panja rancangan undang undang kuhp pecah,id,"criminal offenses for 5 singles for adultery, the draft criminal code law broke out"
2016-12-14 16:24:47+00:00,"detikcom: Masih Diperdebatkan, Panja RUU KUHP Belum Putuskan Aturan Pidana Seks Pranikah https://t.co/l7WgcdMYTw",RUU KUHP,detikcom debat panja rancangan undang undang kuhp putus atur pidana seks pranikah,id,detikcom debates with the committee on the draft Criminal Code law to decide on the crime of premarital sex
2016-12-14 16:20:27+00:00,"Haaah...?? CCTV laku RT @detikcom: Masih Diperdebatkan, Panja RUU KUHP Belum Putuskan Aturan Pidana Seks Pranikah https://t.co/c41CPaqAPW",RUU KUHP,haaah cctv laku rt debat panja rancangan undang undang kuhp putus atur pidana seks pranikah,id,"Haaah, CCTV sells in RT, the committee debates on the draft Criminal Code law to decide on the crime of premarital sex"
2016-12-14 15:53:36+00:00,"https://t.co/18q5w1w4Qa :  Masih Diperdebatkan, Panja RUU KUHP Belum Putuskan Aturan Pidana Seksâ¦ https://t.co/vuJ5IsmdId",RUU KUHP,debat panja rancangan undang undang kuhp putus atur pidana seks,id,committee debate on the draft Criminal Code law to decide on sex crimes
2016-12-14 15:53:08+00:00,"Masih Diperdebatkan, Panja RUU KUHP Belum Putuskan Aturan Pidana Seksâ¦ https://t.co/C5R54rytVy Ads: https://t.co/9rCpKgbVVM",RUU KUHP,debat panja rancangan undang undang kuhp putus atur pidana seks iklan,id,Debate by the committee on the draft Criminal Code law to decide on the crime of sex advertising
2016-12-14 15:11:16+00:00,"1 Masih Diperdebatkan, Panja RUU KUHP Belum Putuskan Aturan Pidana Seks Pranikah &lt; 1 https://t.co/lrUz3VONuB",RUU KUHP,1 debat panja rancangan undang undang kuhp putus atur pidana seks pranikah lt 1,id,"1 committee debate on the draft Criminal Code law to decide on the crime of premarital sex, 1st floor"
2016-12-14 13:02:05+00:00,"damn RT @totosmongi: Pidana 5 Tahun Bagi Lajang Berzina, Panja RUU KUHP Terpecah https://t.co/s95WgEvQfc https://t.co/UoGFu42SUE",RUU KUHP,damn rt pidana 5 lajang zina panja rancangan undang undang kuhp pecah,id,damn rt criminal 5 single adultery committee draft criminal code broke
2016-12-14 10:53:34+00:00,#kom3 Benny K @PDemokrat #ntt1 menutup Rapat Panja RUU KUHP dgn tim pemerintah pukul 16.33  WIB,RUU KUHP,benny k tutup rapat panja rancangan undang undang kuhp dengan tim perintah 16 33 waktu indonesia bagian barat,id,Benny K closed the committee meeting on the Draft Criminal Code Law with the Command Team 16 33 Western Indonesia Time
2016-12-14 09:59:00+00:00,"https://t.co/18q5w1w4Qa :  Pidana 5 Tahun Bagi Lajang Berzina, Panja RUU KUHP Terpecah: Panja putuskanâ¦ https://t.co/ghiP8I0lMv",RUU KUHP,pidana 5 lajang zina panja rancangan undang undang kuhp pecah panja putus,id,"criminal offenses for 5 singles for adultery, the draft criminal code law broke up, the committee broke up"
2016-12-14 09:40:33+00:00,"#Pidana 5 Tahun Bagi Lajang Berzina, Panja RUU KUHP Terpecah https://t.co/uUpZJiUYLa",RUU KUHP,5 lajang zina panja rancangan undang undang kuhp pecah,id,"5 singles for adultery, the draft criminal code law was broken"
2016-12-14 09:40:08+00:00,"VIVAcoid: Pidana 5 Tahun Bagi Lajang Berzina, Panja RUU KUHP Terpecah https://t.co/iitmWMDE8j",RUU KUHP,vivacoid pidana 5 lajang zina panja rancangan undang undang kuhp pecah,id,vivacoid criminal 5 singles adultery committee draft criminal code broke
2016-12-14 09:32:12+00:00,"#baleg Menkumham: RUU KUHP mudah2an 2 masa sidang akan selesai. 
RUU no20/1990 ttg pnbp km hrp ini selesai secepatnya",RUU KUHP,menteri hukum dan hak asasi manusia rancangan undang undang kuhp mudah mudahan 2 sidang selesai rancangan undang undang no20 1990 tentang pnbp km harap selesai cepat,id,"Minister of Law and Human Rights, Draft Law on Criminal Code, hopefully 2 sessions will be completed, Draft Law No. 20 1990 concerning PNBP KM, hope it will be finished quickly"
2016-12-14 07:42:20+00:00,"Rapat PANJA RUU KUHP Komisi III
dengan Pemerintah melanjutkan pembahasan DIM RUU KUHP (Buku 2). https://t.co/9GiImGF44B",RUU KUHP,rapat panja rancangan undang undang kuhp komisi iii perintah bahas dim rancangan undang undang kuhp buku 2,id,"committee meeting for the draft Criminal Code Law, Commission III, order to discuss the draft Criminal Code Law, Book 2"
2016-12-14 06:18:45+00:00,#kom3 Benny K @PDemokrat #ntt1 menskors rapat panja ruu kuhp sampai pukul 14.00 WIB,RUU KUHP,benny k skors rapat panja rancangan undang undang kuhp 14 00 waktu indonesia bagian barat,id,Benny K suspended the working committee meeting for the Draft Criminal Code Law 14 00 West Indonesia Time
2016-12-14 04:41:22+00:00,#kom3 Rapat Panja RUU KUHP (Buku II) dgn Tim Pemerintah dipimpin oleh Benny K @PDemokrat #ntt1. https://t.co/IxQHbR3fe9,RUU KUHP,rapat panja rancangan undang undang kuhp buku ih dengan tim perintah pimpin benny k,id,meeting of the committee on the draft law on the IH Criminal Code with the command team led by Benny K
2016-12-14 03:28:16+00:00,"#kom3 Rapat Panja RUU KUHP (Buku II) dgn Tim Pemerintah dijadwalkan pukul 10.00 WIB.

simak @WikiDPR1",RUU KUHP,rapat panja rancangan undang undang kuhp buku ih dengan tim perintah jadwal 10 00 waktu indonesia bagian barat simak,id,meeting of the committee on the draft law on the ih book of the Criminal Code with the command team schedule 10 00 western Indonesia time see
2016-12-14 02:17:39+00:00,"Agenda DPR, Rabu (14/12/2016): 8) Pukul 10.00 WIB, Komisi III DPR Rapat Panja RUU KUHP. #agendaDPR",RUU KUHP,agenda dewan perwakilan rakyat rabu 14 12 2016 8 10 00 waktu indonesia bagian barat komisi iii dewan perwakilan rakyat rapat panja rancangan undang undang kuhp,id,agenda of the people's representative council Wednesday 14 12 2016 8 10 00 western Indonesia time commission iii people's representative council meeting of the committee on the draft law on the criminal code
2016-12-13 10:51:40+00:00,#kom3 Tim Pemerintah: dlm ruu kuhp ditambahkan pihak ketiga yg trcemar dan yg boleh mengadu.,RUU KUHP,tim perintah dalam rancangan undang undang kuhp yang trcemar yang adu,id,command team in the contested draft of the tainted criminal code law
2016-12-12 08:09:46+00:00,"Praktik Santet Sulit Dibuktikan, Masuk Draf RUU KUHP
https://t.co/67BjTlEj3R
è¨äºã¿ã¤ãã«ã«ãåºã¦ãã¾ãããã©ããã£ã¦é»é­è¡ã®çå½ãç¢ºããããã§ãããã­ã",RUU KUHP,praktik santet sulit bukti masuk draf rancangan undang undang kuhp,id,The practice of black magic is difficult to provide evidence for in the draft Criminal Code law
2016-12-10 12:20:28+00:00,"segitu peduli negara pada kumpul kebo sampe ada Pasal 488 RUU KUHP, tapi negara tidak menghukum orang tua yang tidak bisa menghidupi anaknya",RUU KUHP,sebegitu peduli negara kumpul kebo sampai pasal 488 rancangan undang undang kuhp negara hukum orang tua hidup anak,id,countries care about cohabitation so much that article 488 of the draft law on the state's criminal code rules on parents living with children
2016-12-07 17:26:56+00:00,"@dionvalerian walaupun berkaca dari RUU KUHP, DPR lah yang jadi lembaga negara yang bisa mencabut KUHP lama (WvS yg hukum Belanda).",RUU KUHP,kaca rancangan undang undang kuhp dewan perwakilan rakyat lembaga negara pergi kuhp wvs yang hukum belanda,id,"glass of the draft law on the Criminal Code of the People's Representative Council, state institutions go to the WVS Criminal Code which is Dutch law"
2016-12-06 05:05:22+00:00,Ade saktiawan: Ancaman kebebasan berekpresi yg berada di depan mata tentang RUUKUHP tentang larangan ajaran Marxisme dan Leninisme.,RUU KUHP,adek saktiawan ancam bebas berekpresi yang mata ruukuhp larang ajar marxisme leninisme,id,"Adek Saktiawan threatens freedom of expression that the Ruukuhp eye prohibits teaching about Marxism, Leninism"
2016-12-02 17:10:34+00:00,"Kasus dugaan makar pasti membuka ruang diskursus yg tajam, apa itumakar? Apa parameternya? Masukan yg baik tuk RUUKUHP @detikcom @kompascom",RUU KUHP,duga makar buka ruang diskursus yang tajam itumakar parameter masuk yang untuk ruukuhp,id,"Allegations of treason open a space for sharp discourse, which is the entry parameter for Ruukuhp"
2016-11-29 09:41:10+00:00,"2. Diantara RUU yg dibahas dlm #HalaqohUlamaRakyat al: RUU Pesantren&amp; Madrasah, KUHP, terorisme, RUU Minuman beralkohol, @arifabeaufklara",RUU KUHP,2 rancangan undang undang yang bahas dalam al rancangan undang undang pesantren amp madrasah kuhp terorisme rancangan undang undang minum alkohol,id,2 draft laws discussed in the al draft law on Islamic boarding schools & madrasahs criminal code on terrorism draft law on drinking alcohol
2016-11-29 04:04:41+00:00,Perdebatan Pasal Santet di RUU KUHPâ¦ https://t.co/67FoFFHVWN https://t.co/0uHURqTLZZ,RUU KUHP,debat pasal santet rancangan undang undang kuhp,id,debate on the witchcraft article of the draft criminal code law
2016-11-29 04:04:35+00:00,Pasal Penghinaan Pemerintah Masuk Draf RUU KUHP https://t.co/2RVGp1zD7n https://t.co/h4ucmX0rfB,RUU KUHP,pasal hina perintah masuk draf rancangan undang undang kuhp,id,despicable articles order to enter the draft criminal code bill
2016-11-29 00:56:35+00:00,"UU ITE  tdk perlu atur  pencemaran nama, kesusilaan, dn mslh kamtib ckp diatur dlm ruu kuhp sj. UU ITE hanya u transaksi komersial sj",RUU KUHP,undang undang informasi transaksi elektronik tidak atur cemar nama susila dan masalah kamtib cukup atur dalam rancangan undang undang kuhp saja undang undang informasi transaksi elektronik kamu transaksi komersial saja,id,"The electronic transaction information law does not regulate moral defamation and security and security issues, just regulate it in the draft law on the Criminal Code, only the electronic transaction information law requires commercial transactions."
2016-11-27 07:13:38+00:00,"Bahas Isu Nasional, PKB Ajak Kiai Gelar Tabayyun Konstitusi: Materi yang dibahas antara lain GBHN, RUU KUHP, Terorisme dan lainnya.",RUU KUHP,bahas isu nasional partai kebangkitan bangsa ajak kiai gelar tabayun konstitusi materi bahas gbhn rancangan undang undang kuhp terorisme,id,"discuss national issues, the National Awakening Party invites kiai to hold a constitutional tabayun, discuss material on the draft law on the terrorism criminal code"
2016-11-23 09:01:17+00:00,Komisi III DPR Panja RUU KUHP dengan Kepala BPHN KemenkumHAM membahas RUU KUHP (Buku II). #DPRLive https://t.co/jVC8haG5BH,RUU KUHP,komisi iii dewan perwakilan rakyat panja rancangan undang undang kuhp kepala bphn kemenkumham bahas rancangan undang undang kuhp buku ih,id,Commission III House of Representatives Working Committee Draft Law on Criminal Code Head of BPPN Ministry of Law and Human Rights discusses draft Law on Criminal Code Book IH
2016-11-23 05:36:44+00:00,Masa Persidangan II PANJA / PANJA RUU KUHP dengan Pemerintah Kepala BPHN KEMENKUM dan HAM RI Pembahasan Terkait RUU KUHP (Buku II). https://t.co/7c5ZJqzhUZ,RUU KUHP,sidang ih panja panja rancangan undang undang kuhp perintah kepala bphn kemenkum ham ri bahas kait rancangan undang undang kuhp buku ih,id,"session of the IH Panja Panja Draft Law on the Criminal Code, orders from the head of the BPPN, Ministry of Law, Ham Ri, to discuss the draft Law on the Criminal Code, Book IH"
